Dependencias,Municipios,Genero,Edad
Subsecretaría de Economía Regional y Agua Potable,GUACHUCAL,femenino,33
Subsecretaría Administrativa y Financiera,GUALMATAN,femenino,5
Dirección Administrativa de Turismo,FUNES,masculino,71
Subsecretaría de Transito y Trasnporte,SAN BERNARDO,femenino,66
Subsecretaría de Rentas,CONTADERO,femenino,64
Subsecretaría de Talento Humano,ARBOLEDA,masculino,36
Dirección Administrativa de Cultura,OLAYA HERRERA,masculino,84
Secretaría de Agricultura y Desarrollo Rural,EL ROSARIO,femenino,59
Secretaría de Hacienda,IMUES,masculino,23
Subsecretaría de Asistencia Técnica,GUALMATAN,masculino,77
Secretaría de Ambiente y Desarrollo Sostenible,CUMBITARA,masculino,73
Subsecretaría de Talento Humano,OLAYA HERRERA,masculino,83
Subsecretaría de Planeación Educativa y Cobertura,NARIÑO,femenino,15
Secretaría de Recreación y Deporte,CONSACA,masculino,11
Subsecretaría Administrativa y Financiera,PROVIDENCIA,femenino,85
Secretaría de Hacienda,EL CHARCO,masculino,51
Dirección Administrativa de Turismo,CUMBAL,femenino,40
Secretaría de Ambiente y Desarrollo Sostenible,IMUES,masculino,84
Subsecretaría de Infraestructura y Vías,ALBAN,femenino,85
Secretaría de Recreación y Deporte,EL CHARCO,masculino,19
"Secretaría de TIC, Innovación y Gobierno Abierto",RICAURTE,femenino,27
Dirección Administrativa de Cultura,EL TABLON DE GOMEZ,femenino,58
Subsecretaría Administrativa,MAGUI,femenino,24
Oficina Jurídica,CONTADERO,masculino,66
Subsecretaría Administrativa y Financiera,ALDANA,masculino,17
Dirección Administrativa de Gestión de Riesgo de Desastres,PROVIDENCIA,femenino,78
Secretaría General,SAN LORENZO,masculino,74
Oficina Control Interno de Gestión,CONSACA,femenino,7
Secretaría de Agricultura y Desarrollo Rural,PUERRES,femenino,75
Oficina Jurídica,MOSQUERA,masculino,50
Departamento Administrativo de Contratación,EL TAMBO,masculino,59
Dirección Administrativa de Cultura,RICAURTE,masculino,13
Subsecretaría de Calidad Educativa,CORDOBA,femenino,38
Subsecretaría de Economía Regional y Agua Potable,EL ROSARIO,masculino,29
Secretaría de Gobierno,TAMINANGO,femenino,86
Departamento Administrativo de Contratación,SAN BERNARDO,masculino,83
Oficina Control Interno Diciplinario,ALBAN,masculino,72
Secretaría de Recreación y Deporte,CHACHAGUI,masculino,77
Subsecretaría Administrativa y Financiera,PROVIDENCIA,masculino,77
Secretaría de Infraestructura y Minas,LEIVA,masculino,50
Subsecretaría de Presupuesto,ILES,femenino,27
Subsecretaría de Transito y Trasnporte,LA LLANADA,femenino,51
Subsecretaría de Economía Regional y Agua Potable,CUMBITARA,masculino,69
Secretaría de Ambiente y Desarrollo Sostenible,ALBAN,masculino,10
Departamento Administrativo de Contratación,SAN BERNARDO,femenino,65
Subsecretaría de Economía Regional y Agua Potable,CUMBAL,femenino,39
Subsecretaría de Economía Regional y Agua Potable,SAPUYES,femenino,42
Subsecretaría de Asistencia Técnica,COLON,femenino,27
Departamento Administrativo de Contratación,ALBAN,femenino,67
Subsecretaría de Economía Regional y Agua Potable,IMUES,femenino,8
Subsecretaría Administrativa y Financiera,CHACHAGUI,masculino,88
Oficina Jurídica,COLON,femenino,84
Secretaría de Gobierno,POLICARPA,femenino,32
Secretaría de Agricultura y Desarrollo Rural,LOS ANDES,femenino,67
Dirección Administrativa de Gestión de Riesgo de Desastres,LINARES,femenino,7
Subsecretaría de Rentas,SANTACRUZ,femenino,23
Secretaría de Agricultura y Desarrollo Rural,SAPUYES,masculino,55
Dirección Administrativa de Turismo,LA LLANADA,masculino,12
Subsecretaría de Talento Humano,ALDANA,masculino,63
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",TUQUERRES,masculino,36
Archivo General,EL TABLON DE GOMEZ,femenino,32
Dirección Administrativa de Gestión de Riesgo de Desastres,IMUES,masculino,49
Secretaría de Educación,TUQUERRES,femenino,31
Oficina Control Interno de Gestión,SANDONA,femenino,14
Oficina Control Interno Diciplinario,ALDANA,masculino,10
Secretaría de Gobierno,SAN LORENZO,masculino,11
Subsecretaría de Economía Regional y Agua Potable,PUPIALES,masculino,80
Dirección Administrativa de Turismo,PUPIALES,masculino,25
Dirección Administrativa de Turismo,POLICARPA,femenino,54
Subsecretaría de Infraestructura y Vías,OLAYA HERRERA,masculino,79
Dirección Administrativa de Gestión de Riesgo de Desastres,TUQUERRES,femenino,73
Oficina Jurídica,COLON,masculino,40
Secretaría de Recreación y Deporte,SANDONA,femenino,52
Subsecretaría de Talento Humano,LA TOLA,masculino,79
Oficina Control Interno de Gestión,LA UNION,femenino,42
Subsecretaría de Economía Regional y Agua Potable,NARIÑO,femenino,21
Subsecretaría de Calidad Educativa,TUMACO,femenino,87
Subsecretaría de Rentas,SANTACRUZ,femenino,47
Subsecretaría de Asistencia Técnica,CORDOBA,masculino,74
Dirección Administrativa de Cultura,COLON,femenino,70
Dirección Administrativa de Turismo,SAN PEDRO DE CARTAGO,masculino,38
Subsecretaría de Economía Regional y Agua Potable,POLICARPA,femenino,44
Secretaría de Ambiente y Desarrollo Sostenible,GUAITARILLA,femenino,58
Departamento Administrativo de Contratación,IPIALES,masculino,84
Subsecretaría de Gestión Ambiental y Crecimiento Verde,ROBERTO PAYAN,femenino,46
Subsecretaría de Paz y Derechos Humanos,EL ROSARIO,masculino,6
Subsecretaría de Rentas,PUERRES,masculino,84
Subsecretaría de Paz y Derechos Humanos,EL ROSARIO,masculino,44
Subsecretaría de Economía Regional y Agua Potable,ILES,masculino,60
Oficina Control Interno Diciplinario,LOS ANDES,masculino,61
Secretaría de Planeación,FUNES,masculino,84
Subsecretaría de Transito y Trasnporte,GUACHUCAL,femenino,61
Subsecretaría de Rentas,ANCUYA,masculino,51
Secretaría de Agricultura y Desarrollo Rural,PROVIDENCIA,femenino,73
Dirección Administrativa de Cultura,GUACHUCAL,masculino,29
Secretaría de Planeación,POTOSI,masculino,62
Subsecretaría de Paz y Derechos Humanos,ALDANA,femenino,50
Secretaría de Hacienda,BELEN,masculino,35
Secretaría de Infraestructura y Minas,FUNES,masculino,38
Secretaría General,GUAITARILLA,femenino,8
Subsecretaría de Planeación Educativa y Cobertura,LINARES,masculino,35
Secretaría de Infraestructura y Minas,LINARES,masculino,47
Secretaría de Hacienda,SAMANIEGO,femenino,71
"Secretaría de TIC, Innovación y Gobierno Abierto",NARIÑO,femenino,53
Dirección Administrativa de Cultura,MALLAMA,masculino,25
Secretaría de Agricultura y Desarrollo Rural,LA CRUZ,masculino,74
Departamento Administrativo de Contratación,MOSQUERA,masculino,59
Oficina Jurídica,IPIALES,femenino,27
Oficina Control Interno Diciplinario,TAMINANGO,masculino,61
Subsecretaría de Desarrollo Comunitario,CUMBAL,masculino,15
Dirección Administrativa de Turismo,SAN PABLO,femenino,15
Dirección Administrativa de Cultura,CUASPUD,masculino,59
Departamento Administrativo de Contratación,LINARES,femenino,57
"Secretaría de TIC, Innovación y Gobierno Abierto",TUQUERRES,femenino,61
Subsecretaría de Desarrollo Comunitario,BUESACO,femenino,27
Secretaría de Hacienda,LOS ANDES,femenino,70
Subsecretaría de Talento Humano,TANGUA,femenino,36
Secretaría de Ambiente y Desarrollo Sostenible,GUACHUCAL,femenino,16
Subsecretaría Administrativa,GUAITARILLA,femenino,85
Secretaría de Hacienda,BUESACO,femenino,64
Subsecretaría de Gestión Ambiental y Crecimiento Verde,ARBOLEDA,masculino,10
Secretaría de Educación,LEIVA,femenino,88
Secretaría de Infraestructura y Minas,FUNES,femenino,26
Subsecretaría de Asistencia Técnica,EL PEÑOL,masculino,33
Subsecretaría de Presupuesto,CHACHAGUI,femenino,74
Subsecretaría de Economía Regional y Agua Potable,LINARES,femenino,53
Archivo General,IMUES,femenino,65
Dirección Administrativa de Turismo,EL PEÑOL,masculino,77
Oficina Control Interno de Gestión,LA LLANADA,femenino,88
Subsecretaría de Gestión Pública,IPIALES,masculino,28
Oficina Control Interno de Gestión,EL CHARCO,masculino,37
Subsecretaría de Planeación Educativa y Cobertura,CUMBAL,femenino,25
Oficina Control Interno de Gestión,LA UNION,femenino,9
Subsecretaría Administrativa,EL ROSARIO,masculino,18
Secretaría de Gobierno,GUACHUCAL,femenino,80
"Secretaría de TIC, Innovación y Gobierno Abierto",BARBACOAS,femenino,75
Secretaría de Gobierno,TAMINANGO,femenino,70
Archivo General,GUALMATAN,femenino,71
Subsecretaría de Infraestructura y Vías,SANDONA,masculino,5
Subsecretaría Administrativa,CUMBITARA,femenino,60
Subsecretaría de Asistencia Técnica,LOS ANDES,femenino,24
Oficina Control Interno Diciplinario,ALDANA,femenino,51
Subsecretaría Administrativa y Financiera,PUPIALES,femenino,73
Secretaría de Ambiente y Desarrollo Sostenible,SAN PABLO,femenino,84
Departamento Administrativo de Contratación,GUAITARILLA,masculino,30
Subsecretaría de Transito y Trasnporte,CUMBITARA,masculino,11
Archivo General,SAN LORENZO,masculino,35
Secretaría de Equidad de Genero e Inclusión Social,EL TAMBO,masculino,9
Secretaría General,LA LLANADA,masculino,85
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",SAN PEDRO DE CARTAGO,femenino,21
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",LA FLORIDA,femenino,87
Subsecretaría de Desarrollo Comunitario,LA FLORIDA,femenino,79
Subsecretaría de Transito y Trasnporte,GUACHUCAL,masculino,69
Subsecretaría de Infraestructura y Vías,EL TAMBO,femenino,50
Secretaría de Ambiente y Desarrollo Sostenible,MAGUI,femenino,66
Subsecretaría de Planeación Educativa y Cobertura,FUNES,femenino,76
"Secretaría de TIC, Innovación y Gobierno Abierto",RICAURTE,masculino,5
Dirección Administrativa de Gestión de Riesgo de Desastres,PROVIDENCIA,femenino,87
Oficina Control Interno Diciplinario,SANTA BARBARA,femenino,48
Archivo General,SAN BERNARDO,femenino,17
Secretaría de Gobierno,SANTA BARBARA,femenino,44
Oficina Control Interno Diciplinario,TUMACO,masculino,59
Subsecretaría de Rentas,SANTA BARBARA,masculino,10
Secretaría de Hacienda,CHACHAGUI,masculino,58
Subsecretaría de Gestión Ambiental y Crecimiento Verde,COLON,femenino,82
Subsecretaría de Desarrollo Comunitario,TUQUERRES,femenino,15
Secretaría de Educación,MALLAMA,masculino,73
Departamento Administrativo de Contratación,MAGUI,femenino,8
Secretaría de Infraestructura y Minas,POTOSI,masculino,45
"Secretaría de TIC, Innovación y Gobierno Abierto",SANTACRUZ,masculino,19
Subsecretaría de Planeación Educativa y Cobertura,ARBOLEDA,masculino,50
Departamento Administrativo de Contratación,GUACHUCAL,masculino,42
Subsecretaría de Infraestructura y Vías,TUQUERRES,masculino,24
Departamento Administrativo de Contratación,ANCUYA,masculino,17
Secretaría General,GUAITARILLA,masculino,61
Secretaría de Equidad de Genero e Inclusión Social,CONSACA,femenino,45
Subsecretaría de Infraestructura y Vías,OLAYA HERRERA,masculino,18
Oficina Control Interno Diciplinario,GUACHUCAL,femenino,34
Subsecretaría de Calidad Educativa,EL CHARCO,masculino,49
Secretaría General,TAMINANGO,masculino,75
Secretaría de Agricultura y Desarrollo Rural,TUMACO,femenino,59
Subsecretaría de Minas,MOSQUERA,femenino,6
Subsecretaría de Gestión Ambiental y Crecimiento Verde,ARBOLEDA,masculino,52
Subsecretaría de Asistencia Técnica,PUERRES,femenino,67
Subsecretaría de Gestión Pública,PUPIALES,masculino,68
Subsecretaría de Planeación Educativa y Cobertura,BUESACO,masculino,41
Subsecretaría de Calidad Educativa,ARBOLEDA,masculino,73
Subsecretaría de Asistencia Técnica,LA UNION,femenino,8
Departamento Administrativo de Contratación,OLAYA HERRERA,femenino,70
Subsecretaría Administrativa,MAGUI,femenino,52
Secretaría de Ambiente y Desarrollo Sostenible,CHACHAGUI,femenino,13
Subsecretaría de Paz y Derechos Humanos,PROVIDENCIA,femenino,28
Dirección Administrativa de Gestión de Riesgo de Desastres,CONTADERO,femenino,77
Secretaría de Planeación,ANCUYA,femenino,54
Subsecretaría de Gestión Pública,TAMINANGO,masculino,81
Secretaría de Recreación y Deporte,EL ROSARIO,femenino,55
Dirección Administrativa de Gestión de Riesgo de Desastres,ALBAN,femenino,26
Subsecretaría de Rentas,IPIALES,masculino,82
Oficina Control Interno de Gestión,ANCUYA,femenino,65
Subsecretaría Administrativa,EL TAMBO,femenino,34
Departamento Administrativo de Contratación,CUMBAL,femenino,65
Subsecretaría de Rentas,LA LLANADA,femenino,14
"Secretaría de TIC, Innovación y Gobierno Abierto",MOSQUERA,femenino,26
Secretaría de Educación,LOS ANDES,femenino,6
Subsecretaría de Planeación Educativa y Cobertura,CUMBITARA,masculino,41
Subsecretaría Administrativa y Financiera,CHACHAGUI,masculino,87
"Secretaría de TIC, Innovación y Gobierno Abierto",EL CHARCO,femenino,87
Subsecretaría de Infraestructura y Vías,EL TABLON DE GOMEZ,masculino,46
Dirección Administrativa de Cultura,TUMACO,masculino,30
Subsecretaría Administrativa y Financiera,OLAYA HERRERA,femenino,8
Subsecretaría de Desarrollo Comunitario,LINARES,masculino,12
Subsecretaría de Infraestructura y Vías,COLON,femenino,11
Archivo General,CONTADERO,masculino,88
Secretaría de Ambiente y Desarrollo Sostenible,ALBAN,masculino,38
Secretaría de Educación,LA LLANADA,masculino,34
Subsecretaría de Economía Regional y Agua Potable,SAN LORENZO,masculino,51
Subsecretaría de Minas,SAN BERNARDO,masculino,55
Dirección Administrativa de Gestión de Riesgo de Desastres,SAPUYES,masculino,73
Subsecretaría de Gestión Ambiental y Crecimiento Verde,LEIVA,masculino,63
Dirección Administrativa de Cultura,LOS ANDES,masculino,59
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",EL PEÑOL,femenino,48
Oficina Control Interno Diciplinario,BUESACO,masculino,72
Secretaría de Infraestructura y Minas,CONSACA,femenino,34
Subsecretaría de Paz y Derechos Humanos,SAN PEDRO DE CARTAGO,femenino,59
Secretaría de Ambiente y Desarrollo Sostenible,BUESACO,femenino,60
Secretaría de Recreación y Deporte,OSPINA,femenino,47
Subsecretaría de Gestión Ambiental y Crecimiento Verde,SAPUYES,femenino,81
Oficina Jurídica,CORDOBA,masculino,58
Secretaría de Recreación y Deporte,LA LLANADA,femenino,30
Subsecretaría de Paz y Derechos Humanos,SAN BERNARDO,femenino,58
Subsecretaría de Gestión Ambiental y Crecimiento Verde,MAGUI,masculino,67
Subsecretaría de Calidad Educativa,EL TAMBO,masculino,8
Secretaría de Gobierno,BUESACO,femenino,41
Archivo General,GUAITARILLA,femenino,29
"Secretaría de TIC, Innovación y Gobierno Abierto",ALDANA,masculino,48
Dirección Administrativa de Turismo,LA LLANADA,masculino,77
Dirección Administrativa de Cultura,EL ROSARIO,femenino,79
Subsecretaría de Desarrollo Comunitario,LA CRUZ,masculino,72
Secretaría General,CUMBAL,femenino,5
Secretaría de Educación,EL PEÑOL,masculino,56
Subsecretaría de Planeación Educativa y Cobertura,SAN PABLO,femenino,56
Oficina Jurídica,PUPIALES,masculino,65
Secretaría de Agricultura y Desarrollo Rural,TAMINANGO,femenino,35
Secretaría de Educación,LA FLORIDA,femenino,33
Departamento Administrativo de Contratación,GUACHUCAL,femenino,73
Subsecretaría de Talento Humano,GUALMATAN,femenino,80
Dirección Administrativa de Cultura,BELEN,masculino,42
Secretaría General,BARBACOAS,femenino,88
Dirección Administrativa de Gestión de Riesgo de Desastres,LA UNION,masculino,21
Subsecretaría de Gestión Pública,LA TOLA,masculino,10
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",TUMACO,masculino,56
Secretaría de Hacienda,EL TABLON DE GOMEZ,femenino,53
Subsecretaría de Calidad Educativa,CHACHAGUI,femenino,56
Oficina Jurídica,BUESACO,femenino,38
"Subsecretaría de Asuntos Agropecuarios, Transformación y Comercialización",ALBAN,masculino,8
Dirección Administrativa de Turismo,CUMBAL,femenino,30
Subsecretaría de Talento Humano,ALDANA,masculino,54
Secretaría de Infraestructura y Minas,LA UNION,masculino,56
Subsecretaría de Transito y Trasnporte,GUACHUCAL,femenino,65
Secretaría General,LA LLANADA,femenino,63
Subsecretaría de Rentas,ALDANA,femenino,73
Dirección Administrativa de Turismo,SANTA BARBARA,masculino,50
Subsecretaría de Gestión Ambiental y Crecimiento Verde,CONTADERO,femenino,20
Dirección Administrativa de Turismo,PUPIALES,masculino,65
Oficina Jurídica,COLON,masculino,75
Subsecretaría Administrativa,TUMACO,masculino,52
Subsecretaría de Gestión Pública,SAMANIEGO,masculino,85
Secretaría de Planeación,SANDONA,femenino,66
Subsecretaría de Planeación Educativa y Cobertura,ANCUYA,femenino,29
Subsecretaría de Desarrollo Comunitario,LA FLORIDA,femenino,32
Secretaría de Agricultura y Desarrollo Rural,EL TAMBO,femenino,87
Subsecretaría de Gestión Pública,BARBACOAS,femenino,78
Secretaría de Recreación y Deporte,GUALMATAN,masculino,58
Secretaría de Equidad de Genero e Inclusión Social,SAN LORENZO,femenino,65
Secretaría de Equidad de Genero e Inclusión Social,LA TOLA,masculino,51
Subsecretaría de Minas,LA TOLA,masculino,49
Subsecretaría de Desarrollo Comunitario,TAMINANGO,femenino,85
Subsecretaría de Desarrollo Comunitario,SANTACRUZ,femenino,48
Subsecretaría de Rentas,BUESACO,masculino,69
Subsecretaría Administrativa y Financiera,CONTADERO,masculino,36
Subsecretaría de Desarrollo Comunitario,NARIÑO,masculino,41
Secretaría de Infraestructura y Minas,LEIVA,masculino,23
Dirección Administrativa de Turismo,GUACHUCAL,masculino,55
Dirección Administrativa de Turismo,ILES,masculino,63
Archivo General,SAN BERNARDO,masculino,83
Subsecretaría de Minas,SAN PEDRO DE CARTAGO,masculino,29
Subsecretaría de Paz y Derechos Humanos,PROVIDENCIA,masculino,11
Subsecretaría de Transito y Trasnporte,BUESACO,masculino,60
Dirección Administrativa de Turismo,GUALMATAN,masculino,9
Oficina Control Interno Diciplinario,OLAYA HERRERA,femenino,45
Subsecretaría Administrativa,SAN PEDRO DE CARTAGO,masculino,71
Subsecretaría de Talento Humano,LA CRUZ,masculino,49
Subsecretaría de Desarrollo Comunitario,ALDANA,femenino,34
